Mode	Cell	Chr	Gene	SNP	SNP_TSS	maf	pq_val	slope	slope_se
cis-independent	ncMono	17	ENSG00000132507	rs7503161	-2355	0.565789	1.27026e-08	-0.779678	0.118092
cis-independent	ncMono	17	ENSG00000170412	rs2706527	22201	0.927632	2.00208e-08	-1.54836	0.238766
cis-independent	ncMono	17	ENSG00000108846	rs4793665	-52	0.559211	5.9115e-08	-0.649782	0.104733
cis-independent	ncMono	17	ENSG00000214941	rs142298795	312663	0.460526	1.18641e-07	-0.759132	0.126048
cis-independent	ncMono	17	ENSG00000141698	rs11079015	-17321	0.710526	1.72788e-07	-0.853125	0.144009
cis-independent	ncMono	18	ENSG00000134759	rs4799848	-23116	0.296053	3.24582e-09	0.79357	0.114129
cis-independent	ncMono	19	ENSG00000131400	rs60182980	-17341	0.315789	9.64408e-22	-1.18512	0.0792164
cis-independent	ncMono	19	ENSG00000104921	rs12980031	70	0.723684	3.23153e-14	-1.10185	0.110861
cis-independent	ncMono	19	ENSG00000189068	rs10416946	-10561	0.513158	1.44527e-11	-0.929766	0.111449
cis-independent	ncMono	19	ENSG00000170956	rs7251960	5523	0.657895	3.63091e-11	-0.942502	0.116281
cis-independent	ncMono	19	ENSG00000183617	rs2302307	-1029	0.592105	9.48806e-11	0.844362	0.107443
cis-independent	ncMono	19	ENSG00000171051	rs11882804	-3990	0.710526	3.49886e-10	0.67134	0.0892239
cis-independent	ncMono	19	ENSG00000170909	rs589157	-38935	0.434211	2.64752e-09	0.828226	0.118224
cis-independent	ncMono	19	ENSG00000239998	rs3834638	-226	0.151316	4.19088e-09	-0.943833	0.137033
cis-independent	ncMono	19	ENSG00000204577	rs12978577	-9253	0.335526	8.61091e-09	-0.976255	0.145656
cis-independent	ncMono	19	ENSG00000076662	rs8113716	8680	0.875	9.63206e-09	-0.834005	0.124971
cis-independent	ncMono	19	ENSG00000064666	rs3087680	11681	0.0526316	1.10952e-08	-1.74888	0.263499
cis-independent	ncMono	19	ENSG00000105193	rs651601	235	0.269737	4.13061e-08	0.811512	0.128866
cis-independent	ncMono	19	ENSG00000198464	rs11882580	-308565	0.0526316	4.45288e-08	1.78585	0.28447
cis-independent	ncMono	19	ENSG00000186431	rs77149320	2553	0.236842	5.18499e-08	0.761519	0.122072
cis-independent	ncMono	19	ENSG00000105750	rs56094670	20533	0.157895	3.71281e-07	0.912749	0.159496
cis-independent	ncMono	20	ENSG00000101307	rs2254458	-49171	0.664474	1.37431e-13	-1.28681	0.134671
cis-independent	ncMono	20	ENSG00000125534	rs72629024	400	0.164474	8.85161e-10	-1.14452	0.157076
cis-independent	ncMono	20	ENSG00000101445	rs6071542	-3916	0.677632	1.19024e-08	1.04203	0.157429
cis-independent	ncMono	20	ENSG00000196209	rs6135061	-9275	0.203947	2.72821e-08	-0.881862	0.137688
cis-independent	ncMono	20	ENSG00000101220	rs6139202	6744	0.0986842	8.3826e-08	1.06204	0.173727
cis-independent	ncMono	20	ENSG00000101457	rs1535044	318562	0.263158	1.83582e-07	-0.834795	0.141294
cis-independent	ncMono	20	ENSG00000214078	rs143646210	-52832	0.0592105	1.46668e-06	-1.23774	0.231069
cis-independent	ncMono	21	ENSG00000160194	rs463183	-23672	0.0855263	5.11343e-15	-1.64629	0.157784
cis-independent	ncMono	21	ENSG00000160221	rs11298874	-130494	0.177632	1.60695e-07	1.00806	0.169618
cis-independent	ncMono	21	ENSG00000160255	rs760462	14156	0.828947	7.52287e-07	-0.901096	0.162791
cis-independent	ncMono	22	ENSG00000100079	rs12484334	-10657	0.519737	4.90592e-12	-0.851957	0.0988171
cis-independent	ncMono	22	ENSG00000100299	rs11912237	-1706	0.0855263	5.18686e-12	-1.73699	0.201808
cis-independent	ncMono	22	ENSG00000100325	rs67064044	-35813	0.513158	5.36372e-10	-0.826269	0.111435
cis-independent	ncMono	22	ENSG00000189306	rs12484049	23142	0.0986842	2.65297e-09	-1.49667	0.213656
cis-independent	ncMono	22	ENSG00000100376	rs104664	7004	0.894737	2.67869e-09	-1.329	0.189788
cis-independent	ncMono	22	ENSG00000100373	rs2742648	-8257	0.605263	1.98749e-07	0.732301	0.124386
cis-independent	ncMono	22	ENSG00000179750	rs7292690	-23611	0.282895	2.80448e-07	0.90032	0.155314
cis-independent	ncMono	X	ENSG00000147394	rs56268527	19968	0.236842	1.97128e-08	0.682241	0.105141
cis-independent	ncMono	X	ENSG00000212747	rs34083753	25467	0.434211	3.34194e-08	0.685278	0.107879
cis-independent	ncMono	X	ENSG00000166681	rs2858107	-82027	0.618421	6.8505e-08	0.612084	0.0992703
cis-independent	HSC	3	ENSG00000163590	rs78541969	29072	0.0526316	3.35983e-09	2.08689	0.300515
cis-independent	HSC	5	ENSG00000164308	rs7705093	78442	0.440789	1.77658e-08	0.888335	0.136338
cis-independent	HSC	6	ENSG00000237541	rs9348889	-88914	0.315789	1.03695e-15	1.18343	0.10889
cis-independent	HSC	6	ENSG00000198502	rs9272226	104331	0.631579	5.07338e-11	-0.856473	0.1068
cis-independent	HSC	6	ENSG00000179344	rs9274639	1730	0.697368	1.462e-08	-0.980946	0.149397
cis-independent	HSC	7	ENSG00000128563	rs74176227	-715782	0.210526	7.06042e-08	1.13048	0.18358
cis-independent	HSC	7	ENSG00000152926	rs62461474	-596356	0.0526316	8.63828e-08	1.77048	0.289985
cis-independent	HSC	8	ENSG00000161016	rs2955194	-27351	0.440789	2.97392e-09	0.839894	0.120403
cis-independent	HSC	8	ENSG00000104763	rs35573135	-10500	0.414474	6.95542e-08	-0.906933	0.147184
cis-independent	HSC	8	ENSG00000147457	rs1438457	457556	0.0526316	2.83611e-07	2.12185	0.366227
cis-independent	HSC	9	ENSG00000197958	rs10987645	-32462	0.532895	6.21445e-09	0.71198	0.104913
cis-independent	HSC	10	ENSG00000180817	rs2394668	-49235	0.282895	4.76366e-10	0.926771	0.12448
cis-independent	HSC	12	ENSG00000197728	rs10876864	-34051	0.605263	1.1755e-22	-1.32679	0.0848271
cis-independent	HSC	22	ENSG00000100376	rs738169	-3118	0.901316	5.66085e-08	-1.42287	0.228924
cis-independent	HSC	22	ENSG00000100365	rs4821544	1472	0.289474	1.76318e-07	-0.95379	0.161146
cis-independent	B	1	ENSG00000064886	rs11102222	47684	0.598684	1.00979e-12	0.991706	0.109797
cis-independent	B	1	ENSG00000143198	rs10737515	-1012	0.480263	1.72551e-12	-0.978163	0.109997
cis-independent	B	1	ENSG00000280670	rs781066	-22590	0.375	2.03384e-11	0.974011	0.117998
cis-independent	B	1	ENSG00000070831	rs10799737	83010	0.671053	1.98139e-08	-0.573462	0.0883947
cis-independent	B	1	ENSG00000143297	rs6683708	29655	0.263158	7.90561e-08	0.992823	0.162
cis-independent	B	1	ENSG00000188585	rs12406988	-2371	0.138158	9.14505e-08	-1.04329	0.171298
cis-independent	B	1	ENSG00000143333	rs676374	28415	0.184211	1.17821e-07	1.11469	0.185031
cis-independent	B	1	ENSG00000162620	rs3765651	168887	0.539474	3.41086e-07	0.776014	0.135074
cis-independent	B	2	ENSG00000169994	rs12692067	81882	0.375	8.22065e-12	-1.01248	0.119283
cis-independent	B	2	ENSG00000135968	rs147054593	64103	0.572368	2.59802e-08	0.73577	0.114651
cis-independent	B	2	ENSG00000035115	rs3828165	2022	0.394737	2.94068e-08	-0.792766	0.124153
cis-independent	B	2	ENSG00000171150	rs73926564	-15604	0.315789	3.64623e-08	0.786214	0.124211
cis-independent	B	2	ENSG00000152133	rs6738282	5795	0.388158	9.44083e-08	0.589102	0.0968563
cis-independent	B	2	ENSG00000123600	rs2160699	-116351	0.703947	1.17807e-07	0.802274	0.133171
cis-independent	B	2	ENSG00000115816	rs11680401	6998	0.453947	2.13704e-07	-0.679655	0.115818
cis-independent	B	2	ENSG00000240344	rs57210488	-47454	0.131579	3.3392e-07	-1.07241	0.186482
cis-independent	B	2	ENSG00000184898	rs35499578	12348	0.572368	4.1514e-07	-0.846406	0.14867
cis-independent	B	2	ENSG00000135972	rs4851052	127685	0.723684	5.26705e-07	-0.7718	0.137085
cis-independent	B	2	ENSG00000144580	rs56191141	-161159	0.407895	9.12571e-07	0.782844	0.142757
cis-independent	B	2	ENSG00000276566	rs2637040	75248	0.0855263	2.10767e-05	1.27831	0.276504
cis-independent	B	3	ENSG00000153283	rs6776835	237435	0.296053	7.07299e-10	1.08747	0.148078
cis-independent	B	3	ENSG00000145088	rs6438652	-73656	0.572368	9.52328e-09	-0.83077	0.124432
cis-independent	B	4	ENSG00000121895	rs2711981	5228	0.703947	5.50111e-10	1.11078	0.149938
cis-independent	B	4	ENSG00000150625	rs2333389	30202	0.164474	9.66817e-09	-1.18704	0.177897
cis-independent	B	4	ENSG00000250312	rs10004179	13265	0.184211	3.79355e-08	1.30473	0.206464
cis-independent	B	4	ENSG00000197386	rs2857843	5116	0.493421	4.90082e-08	0.948741	0.151727
cis-independent	B	4	ENSG00000138639	rs7695028	114779	0.276316	9.14819e-08	-0.881865	0.144795
cis-independent	B	5	ENSG00000164308	rs7705093	78442	0.440789	1.10297e-16	1.12322	0.0977698
cis-independent	B	5	ENSG00000146066	rs62403339	-143118	0.0986842	8.50159e-09	-1.27559	0.190224
cis-independent	B	5	ENSG00000164346	rs72764630	-65293	0.0986842	2.83639e-07	1.33094	0.229719
cis-independent	B	5	ENSG00000196743	rs72794132	27281	0.197368	3.19883e-07	1.11018	0.19267
cis-independent	B	6	ENSG00000198502	rs9270474	60938	0.401316	1.73133e-22	-1.27832	0.0816612
cis-independent	B	6	ENSG00000237541	rs9268833	-281107	0.289474	2.48152e-19	1.28276	0.0968219
cis-independent	B	6	ENSG00000196735	rs9271509	-6542	0.177632	1.36768e-16	-1.34864	0.118009
cis-independent	B	6	ENSG00000196126	rs78942674	-47686	0.394737	2.33418e-15	0.828826	0.0774196
cis-independent	B	6	ENSG00000231925	rs3130259	-13119	0.322368	3.5197e-15	-0.904424	0.0858497
cis-independent	B	6	ENSG00000188820	rs117361304	1085	0.0855263	5.79672e-15	-1.39181	0.133829
cis-independent	B	6	ENSG00000096696	rs12204324	-107806	0.592105	1.22746e-13	0.995965	0.103908
cis-independent	B	6	ENSG00000204525	rs2853951	-1329	0.578947	2.13717e-12	1.15762	0.130997
cis-independent	B	6	ENSG00000232629	rs9271368	-144334	0.611842	2.71118e-12	1.12835	0.128583
cis-independent	B	6	ENSG00000179344	rs9273363	-8144	0.322368	3.02096e-10	-0.949576	0.125575
cis-independent	B	6	ENSG00000196126	rs9271509	31832	0.177632	3.50597e-09	-0.667039	0.0959261
cis-independent	B	6	ENSG00000112799	rs1330803	-19580	0.697368	4.72059e-09	0.990083	0.144389
cis-independent	B	6	ENSG00000079691	rs4711082	100619	0.638158	7.30136e-09	0.951618	0.141087
cis-independent	B	6	ENSG00000186470	rs34229567	223133	0.144737	8.26713e-09	-1.22938	0.183136
cis-independent	B	6	ENSG00000135541	rs67316642	245977	0.375	3.10609e-08	-0.80642	0.126572
cis-independent	B	6	ENSG00000198945	rs6569648	14274	0.782895	3.36069e-08	-0.926702	0.145919
cis-independent	B	6	ENSG00000231500	rs17215231	16	0.0657895	3.76121e-08	-1.55869	0.246565
cis-independent	B	6	ENSG00000198502	rs9271364	88722	0.519737	1.39161e-07	0.534532	0.08917
cis-independent	B	6	ENSG00000135318	rs9450280	10334	0.157895	1.9454e-07	-1.08904	0.184803
cis-independent	B	6	ENSG00000204394	rs9266061	-426672	0.309211	2.49657e-07	-0.831966	0.142768
cis-independent	B	6	ENSG00000231389	rs4713603	-61818	0.447368	3.79985e-07	0.798873	0.139747
cis-independent	B	6	ENSG00000279170	rs9402854	-10326	0.539474	4.61357e-07	-0.841853	0.1486
cis-independent	B	6	ENSG00000234745	rs34872474	-25533	0.0592105	5.18345e-07	-1.73594	0.3081
cis-independent	B	6	ENSG00000111880	rs2610769	-355742	0.151316	8.91396e-07	-1.16209	0.211673
cis-independent	B	6	ENSG00000146409	rs149084961	-37090	0.105263	1.13399e-06	-1.13827	0.209794
cis-independent	B	6	ENSG00000137393	rs2876489	15599	0.440789	1.64143e-06	-0.665783	0.124999
cis-independent	B	6	ENSG00000111846	rs34534693	28906	0.25	1.68014e-06	-0.749371	0.140859
cis-independent	B	7	ENSG00000146733	rs6972291	-317079	0.177632	4.48242e-10	1.32967	0.178222
cis-independent	B	7	ENSG00000196247	rs4373405	66825	0.361842	3.03695e-08	-0.772852	0.121193
cis-independent	B	7	ENSG00000106415	rs62453486	-826786	0.243421	1.20668e-07	0.968907	0.160998
cis-independent	B	7	ENSG00000105928	rs6973781	-183685	0.315789	2.83933e-07	-0.987075	0.170376
cis-independent	B	8	ENSG00000161016	rs66716313	-20493	0.552632	4.15542e-15	-1.24804	0.118974
cis-independent	B	8	ENSG00000104427	rs10957897	29607	0.782895	2.56605e-10	0.996922	0.131111
cis-independent	B	8	ENSG00000205038	rs7821242	169833	0.598684	8.81025e-09	-0.870728	0.130026
cis-independent	B	8	ENSG00000136573	rs922483	7508	0.296053	4.32035e-08	-0.755099	0.12013
cis-independent	B	8	ENSG00000177570	rs2514596	-5068	0.875	6.41891e-08	-0.986951	0.159629
cis-independent	B	8	ENSG00000147813	rs9657360	19368	0.769737	1.8665e-07	0.823798	0.139536
cis-independent	B	9	ENSG00000204001	rs1360879	-8485	0.164474	4.86519e-15	1.55767	0.149097
cis-independent	B	9	ENSG00000172785	rs3008143	14680	0.539474	1.60789e-12	-1.05197	0.118053
cis-independent	B	9	ENSG00000188921	rs4480192	-34550	0.171053	2.365e-09	1.09467	0.155615
cis-independent	B	9	ENSG00000137106	rs10973326	-3167	0.355263	2.73543e-09	1.01338	0.144827
cis-independent	B	9	ENSG00000197958	rs10819292	-25009	0.519737	7.41205e-09	0.821387	0.121849
cis-independent	B	11	ENSG00000142089	rs14408	-12181	0.375	1.25567e-16	1.13058	0.0987219
cis-independent	B	11	ENSG00000166435	rs2076980	-209791	0.25	1.8395e-13	1.13639	0.119893
cis-independent	B	11	ENSG00000149577	rs641620	24776	0.111842	2.74565e-10	-1.27704	0.168334
cis-independent	B	11	ENSG00000134809	rs2848626	-14240	0.763158	3.51296e-09	-1.1534	0.166365
cis-independent	B	11	ENSG00000185201	rs6421984	1963	0.546053	9.6826e-09	-0.876739	0.131401
cis-independent	B	11	ENSG00000185187	rs35828848	-2826	0.171053	1.96457e-07	-1.06775	0.181269
cis-independent	B	11	ENSG00000149485	rs174554	-5013	0.355263	2.21255e-07	0.9053	0.15451
cis-independent	B	11	ENSG00000152219	rs7115854	-33159	0.256579	3.32277e-07	-0.918929	0.159757
cis-independent	B	11	ENSG00000110002	rs4936899	51659	0.388158	5.93839e-07	0.942116	0.168288
cis-independent	B	12	ENSG00000197728	rs10876864	-34051	0.605263	5.07482e-23	-1.34549	0.0845264
cis-independent	B	12	ENSG00000205057	rs61935208	-8844	0.256579	7.92247e-14	1.1917	0.122845
cis-independent	B	12	ENSG00000231887	rs10772416	134830	0.559211	3.1244e-08	-0.937888	0.147242
cis-independent	B	12	ENSG00000013573	rs3864918	31757	0.434211	3.46923e-08	-0.821189	0.129473
cis-independent	B	12	ENSG00000213809	rs74062083	120328	0.203947	3.88814e-08	1.24263	0.196836
cis-independent	B	12	ENSG00000136003	rs10746125	-47892	0.894737	2.22269e-07	-1.08055	0.184459
cis-independent	B	12	ENSG00000139725	rs12303659	-9264	0.157895	2.55915e-07	-0.987982	0.169731
cis-independent	B	12	ENSG00000066084	rs7957060	-9786	0.644737	1.10647e-06	0.799964	0.147263
cis-independent	B	13	ENSG00000136156	rs9568053	372596	0.315789	1.42216e-08	0.601313	0.0914802
cis-independent	B	13	ENSG00000120675	rs17553284	366	0.223684	8.50225e-08	-1.11599	0.182663
cis-independent	B	14	ENSG00000165502	rs2883437	-55679	0.736842	7.49618e-12	1.01066	0.118734
cis-independent	B	14	ENSG00000140105	rs33952550	-43544	0.717105	4.61495e-08	-0.878642	0.140167
cis-independent	B	14	ENSG00000169413	rs7151941	-71041	0.539474	1.39891e-07	-0.698736	0.116856
cis-independent	B	14	ENSG00000183828	rs11428479	-17497	0.618421	6.20824e-07	0.672485	0.120378
cis-independent	B	14	ENSG00000280411	rs9671760	-105709	0.381579	1.21839e-06	-0.869327	0.160796
cis-independent	B	14	ENSG00000211970	rs873534	27765	0.157895	1.98294e-05	0.979821	0.211153
cis-independent	B	15	ENSG00000140391	rs17466257	12731	0.388158	8.56136e-08	0.721793	0.118177
cis-independent	B	16	ENSG00000178952	rs8055138	33795	0.407895	1.38767e-10	0.861544	0.111006
cis-independent	B	17	ENSG00000172057	rs907092	-161596	0.453947	5.04762e-17	-0.976169	0.083377
cis-independent	B	17	ENSG00000006282	rs9890200	4103	0.368421	6.13146e-11	-0.889565	0.111603
cis-independent	B	17	ENSG00000271605	rs6504230	-40	0.5	1.84621e-10	-0.944642	0.122872
cis-independent	B	17	ENSG00000170291	rs145660663	-9507	0.342105	4.38097e-10	0.937173	0.125515
cis-independent	B	17	ENSG00000276070	rs1719130	-122025	0.256579	1.63143e-08	1.07128	0.163862
cis-independent	B	17	ENSG00000169738	rs4969469	-16867	0.131579	3.3898e-08	1.13482	0.178751
cis-independent	B	17	ENSG00000141698	rs4796744	103987	0.703947	7.8341e-08	-0.908604	0.148201
cis-independent	B	17	ENSG00000108384	rs370983278	74032	0.184211	1.13942e-07	1.16261	0.192704
cis-independent	B	17	ENSG00000214087	rs62077222	36924	0.138158	1.36444e-07	-1.2179	0.203459
cis-independent	B	17	ENSG00000073969	rs11651642	-48918	0.552632	3.24059e-07	-0.964518	0.167491
cis-independent	B	17	ENSG00000015532	rs115632911	-174	0.25	7.37036e-07	0.813373	0.146798
cis-independent	B	17	ENSG00000188895	rs62074967	-980605	0.296053	1.05056e-06	-0.901306	0.165496
cis-independent	B	18	ENSG00000134779	rs12373339	-527	0.289474	6.1194e-08	-1.04825	0.169204
cis-independent	B	19	ENSG00000125743	rs34399924	4891	0.177632	8.57544e-11	-0.940027	0.119222
cis-independent	B	19	ENSG00000105750	rs35892955	474	0.131579	3.60058e-08	1.34568	0.212489
cis-independent	B	20	ENSG00000168734	rs3091629	4944	0.151316	3.97513e-09	-1.23435	0.17886
cis-independent	B	20	ENSG00000125534	rs6122466	-12942	0.151316	2.89209e-08	-1.09067	0.170692
cis-independent	B	20	ENSG00000100979	rs3091649	-3095	0.473684	4.9892e-08	-0.940248	0.150481
cis-independent	B	20	ENSG00000089063	rs3730452	1123	0.394737	3.08249e-07	0.720522	0.124834
cis-independent	B	21	ENSG00000160213	rs35285321	5712	0.322368	1.19373e-10	-0.945197	0.121182
cis-independent	B	21	ENSG00000243927	rs8131262	-56299	0.565789	3.50461e-09	-0.740481	0.106797
cis-independent	B	21	ENSG00000156261	rs971281	-13419	0.118421	2.64792e-06	0.857798	0.165056
cis-independent	B	21	ENSG00000185808	rs9305628	799616	0.710526	2.7544e-06	0.713428	0.13756
cis-independent	B	21	ENSG00000160221	rs9974315	-76946	0.144737	3.38323e-06	1.09423	0.213285
cis-independent	B	22	ENSG00000183172	rs1807314	62527	0.355263	2.01963e-15	-0.9232	0.0863939
cis-independent	B	22	ENSG00000100376	rs104664	7004	0.894737	6.57068e-10	-1.56377	0.212388
cis-independent	B	22	ENSG00000100325	rs737945	-31520	0.519737	8.41068e-10	-0.844404	0.115679
cis-independent	B	22	ENSG00000133424	rs5749579	10986	0.197368	5.4535e-07	1.04263	0.185492
cis-independent	B	22	ENSG00000198951	rs2179875	718193	0.513158	8.20541e-07	0.841276	0.152622
cis-independent	MAIT	5	ENSG00000164308	rs27291	138065	0.513889	4.24196e-08	-0.841462	0.132369
cis-independent	MAIT	6	ENSG00000204525	rs2524096	-977	0.409722	3.32048e-11	1.17976	0.142866
cis-independent	MAIT	6	ENSG00000234745	chr6:31359924:T:G	-7089	0.0833333	7.82079e-10	-1.34126	0.180169
cis-independent	MAIT	6	ENSG00000234745	rs9266250	-8998	0.625	1.6515e-08	-0.696583	0.10509
cis-independent	MAIT	11	ENSG00000142089	rs6421984	-14876	0.555556	3.36448e-13	1.11195	0.11702
cis-independent	MAIT	11	ENSG00000172543	rs583887	-3254	0.8125	6.40239e-08	1.20741	0.193279
cis-independent	MAIT	12	ENSG00000197728	rs10876864	-34051	0.604167	1.80043e-23	-1.41975	0.0838665
cis-independent	MAIT	13	ENSG00000121390	rs61957461	693547	0.0833333	8.02584e-08	1.35391	0.218847
cis-independent	MAIT	18	ENSG00000175354	rs138928633	-261040	0.159722	9.12097e-09	-1.29078	0.190779
cis-independent	MAIT	19	ENSG00000064666	rs7246841	3823	0.701389	4.06944e-09	-1.0729	0.153713
cis-independent	iNKT	2	ENSG00000138085	rs4665402	861721	0.291667	4.22009e-08	1.55373	0.177302
cis-independent	iNKT	7	ENSG00000136286	rs17172576	505263	0.0694444	5.00807e-09	3.50929	0.349849
cis-independent	iNKT	11	ENSG00000205531	chr11:3617050:C:T	624672	0.125	7.06209e-09	1.99026	0.202703
cis-independent	iNKT	12	ENSG00000197728	rs10876864	-34051	0.555556	4.16713e-09	-1.25785	0.123979
cis-independent	GDT	1	ENSG00000143184	rs7529824	-45386	0.368421	7.14453e-09	0.920615	0.136377
cis-independent	GDT	5	ENSG00000164308	rs7705093	78442	0.440789	5.11343e-14	1.17289	0.119476
cis-independent	GDT	6	ENSG00000234745	rs9266230	-9449	0.638158	9.50435e-13	-0.886291	0.0979548
cis-independent	GDT	6	ENSG00000204525	rs2524096	-977	0.407895	6.17904e-12	1.08864	0.127149
cis-independent	GDT	6	ENSG00000237541	rs9271509	-119754	0.177632	3.2515e-11	1.27653	0.156942
cis-independent	GDT	6	ENSG00000198502	rs431204	-492798	0.157895	9.59178e-11	-1.26763	0.16136
cis-independent	GDT	6	ENSG00000186470	rs9379855	-458	0.144737	8.01606e-08	-1.20191	0.196234
cis-independent	GDT	7	ENSG00000146733	rs11765904	-346105	0.171053	1.20766e-09	1.2892	0.178886
cis-independent	GDT	7	ENSG00000136250	rs146344955	-22327	0.401316	2.73965e-09	-0.962511	0.137565
cis-independent	GDT	8	ENSG00000161016	rs2955195	-27066	0.559211	2.38051e-08	-0.743328	0.115422
cis-independent	GDT	11	ENSG00000142089	rs6421984	-14876	0.546053	5.20856e-16	1.1009	0.0995629
cis-independent	GDT	11	ENSG00000172543	rs568617	5961	0.190789	1.13663e-08	-1.03853	0.156619
cis-independent	GDT	12	ENSG00000197728	rs10876864	-34051	0.605263	7.81617e-22	-1.29663	0.0862826
cis-independent	GDT	14	ENSG00000165502	rs2883437	-55679	0.736842	1.29798e-10	1.10779	0.14242
cis-independent	GDT	14	ENSG00000151332	rs78454837	651947	0.0855263	2.39638e-07	-1.45309	0.248895
cis-independent	GDT	16	ENSG00000125148	rs12600038	6129	0.375	1.62361e-08	-0.830802	0.127054
cis-independent	GDT	17	ENSG00000172057	rs12944882	-100363	0.513158	6.02388e-09	-0.877606	0.129166
cis-independent	GDT	19	ENSG00000170889	rs12985875	13475	0.407895	1.59269e-09	-0.834	0.116874
cis-independent	GDT	19	ENSG00000108107	rs17700376	26	0.440789	2.33086e-08	-0.759888	0.117894
cis-independent	GDT	19	ENSG00000189190	rs12972723	-2701	0.546053	3.52879e-08	0.645071	0.101776
cis-independent	GDT	21	ENSG00000160310	rs9306156	-95095	0.335526	2.18577e-07	0.826217	0.140936
